time, target, filtered_target, raw_rps, current_rps, pwm, err, err_i
3.589997, 0, 0, 0.0, 8.344288e-21, 0.0, 0, 0.0
3.599997, 0, 0, 0.0, 2.5032864e-21, 0.0, 0, 0.0
3.609997, 0, 0, 0.0, 7.5098592e-22, 0.0, 0, 0.0
3.619997, 0, 0, 0.0, 2.252958e-22, 0.0, 0, 0.0
3.629997, 0, 0, 0.0, 6.7588744e-23, 0.0, 0, 0.0
3.639997, 0, 0, 0.0, 2.0276624e-23, 0.0, 0, 0.0
3.649997, 0, 0, 0.0, 6.0829876e-24, 0.0, 0, 0.0
3.659997, 0, 0, 0.0, 1.8248962e-24, 0.0, 0, 0.0
3.669997, 0, 0, 0.0, 5.474689e-25, 0.0, 0, 0.0
3.679997, 0, 0, 0.0, 1.6424066e-25, 0.0, 0, 0.0
3.689997, 0, 0, 0.0, 4.92722004e-26, 0.0, 0, 0.0
3.699997, 0, 0, 0.0, 1.4781662e-26, 0.0, 0, 0.0
3.709997, 0, 0, 0.0, 4.4344984e-27, 0.0, 0, 0.0
3.719997, 0, 0, 0.0, 1.3303496e-27, 0.0, 0, 0.0
3.729997, 0, 0, 0.0, 3.991049e-28, 0.0, 0, 0.0
3.739997, 0, 0, 0.0, 1.1973148e-28, 0.0, 0, 0.0
3.749997, 0, 0, 0.0, 3.5919448e-29, 0.0, 0, 0.0
3.759997, 0, 0, 0.0, 1.07758332e-29, 0.0, 0, 0.0
3.769997, 0, 0, 0.0, 3.23275e-30, 0.0, 0, 0.0
3.7799968, 0, 0, 0.0, 9.698251e-31, 0.0, 0, 0.0
3.7899968, 0, 0, 0.0, 2.9094752e-31, 0.0, 0, 0.0
3.7999968, 0, 0, 0.0, 8.728426e-32, 0.0, 0, 0.0
3.8099968, 0, 0, 0.0, 2.618528e-32, 0.0, 0, 0.0
3.8199968, 0, 0, 0.0, 7.855584e-33, 0.0, 0, 0.0
3.8299968, 0, 0, 0.0, 2.3566754e-33, 0.0, 0, 0.0
3.8399968, 0, 0, 0.0, 7.0700264e-34, 0.0, 0, 0.0
3.8499968, 0, 0, 0.0, 2.121008e-34, 0.0, 0, 0.0
3.8599968, 0, 0, 0.0, 6.3630244e-35, 0.0, 0, 0.0
3.8699968, 0, 0, 0.0, 1.9089074e-35, 0.0, 0, 0.0
3.8799968, 0, 0, 0.0, 5.7267228e-36, 0.0, 0, 0.0
3.8899968, 0, 0, 0.0, 1.71801684e-36, 0.0, 0, 0.0
3.8999968, 0, 0, 0.0, 5.154051e-37, 0.0, 0, 0.0
3.9099968, 0, 0, 0.0, 1.5462152e-37, 0.0, 0, 0.0
